,comments,created_time,id,likes,link,message,shares,type
0,262,2016-12-30T12:30:34+0000,293136617409912_1322424201147810,76518,https://www.facebook.com/MyXOLO/photos/a.349463731777200.83297.293136617409912/1322424201147810/?type=3,Remember the date! #TapToLife,162,photo
1,26,2016-12-29T13:03:45+0000,293136617409912_1321558664567697,977,https://www.facebook.com/MyXOLO/photos/a.349463731777200.83297.293136617409912/1321558664567697/?type=3,"Have you had your eyes on our best selling smartphones of 2016? Stop eyeing, start buying! Buy Now: http://bit.ly/2cIKX98",8,photo
2,117,2016-12-28T11:45:38+0000,293136617409912_1320727184650845,1665,https://www.facebook.com/MyXOLO/photos/a.349463731777200.83297.293136617409912/1320727184650845/?type=3,Every year we aim to take the XOLO smartphone experience to The Next Level. We want to know what you expect from our upcoming smartphones in 2017! Choose from the reactions below.,6,photo
3,19,2016-12-27T12:03:05+0000,293136617409912_1319634078093489,569,https://www.facebook.com/MyXOLO/photos/a.349463731777200.83297.293136617409912/1319634078093489/?type=3,The XOLO Era 1X is a popular choice amongst shoppers this festive season! Do you have it on your shopping list? Buy Now only on Flipkart: http://bit.ly/2csmjKa,6,photo
4,19,2016-12-26T12:48:09+0000,293136617409912_1317461624977401,760,https://www.facebook.com/MyXOLO/photos/a.349463731777200.83297.293136617409912/1317461624977401/?type=3,A few words of appreciation from our valued customers go a long way in keeping us motivated. Keep the support coming! Buy Now only on Snapdeal: http://bit.ly/XoloEra2,10,photo
5,16,2016-12-25T08:24:31+0000,293136617409912_1315305768526320,358,https://www.facebook.com/MyXOLO/photos/a.349463731777200.83297.293136617409912/1315304495193114/?type=3,Need to talk to a XOLO supervisor? Call (1860-30-100-104). Email (care@xolo.in) or Instant message us on Social Media (@MyXolo). We are there for you 'Always',3,photo
6,29,2016-12-23T13:38:49+0000,293136617409912_1311920148864882,1290,https://www.facebook.com/MyXOLO/photos/a.349463731777200.83297.293136617409912/1311920148864882/?type=3,HoHoHo! Its Christmas time and we have a surprise for you! Find 1 or more Christmas related words in the word puzzle below and form a Christmas Wish for your friends using them. Tag your friends and share this post on your timeline with the message. The best entry stands a chance to win a lucky surprise from XOLO. #HoHoHoWithXolo,39,photo
7,17,2016-12-22T11:42:23+0000,293136617409912_1310166102373620,725,https://www.facebook.com/MyXOLO/photos/a.349463731777200.83297.293136617409912/1310166102373620/?type=3,"The continued love for our best selling smartphones has brightened up our festive season. They make the perfect gift to bring joy to your loved one's season. 
Shop here: http://bit.ly/2cIKX98",8,photo
8,32,2016-12-21T09:08:56+0000,293136617409912_1308902642499966,12567,http://indiatoday.intoday.in/technology/story/best-phones-to-buy-in-december-oneplus-3t-towers-over-all-others/1/839549.html,India Today has rated XOLO Era 1X as the best Smartphone in its segment!  Thank You to all our valued customers! Buy Now: http://bit.ly/2csmjKa,19,link
9,15,2016-12-19T15:03:01+0000,293136617409912_1306468319410065,693,https://www.facebook.com/MyXOLO/photos/a.349463731777200.83297.293136617409912/1306468319410065/?type=3,Get extra 10% off on the XOLO Era 1X when you use your SBI card during the Big Shopping Days from 18th to 21st December #OnlyOnFlipkart . Buy Now: http://bit.ly/XoloBSD,14,photo
10,4,2016-12-19T11:52:11+0000,293136617409912_1306166889440208,373,https://www.facebook.com/MyXOLO/photos/a.349463731777200.83297.293136617409912/1306166889440208/?type=3,XOLO Era 2 is a hot favorite among shoppers on Snapdeal this festive season. Bag one for yourself before it runs out of stock! Buy here: http://bit.ly/XoloEra2,4,photo
11,11,2016-12-18T13:20:01+0000,293136617409912_1304656646257899,772,https://www.flipkart.com/mobiles/~xolo-era-1x/pr?sid=tyy%2C4io&ocmpid=BrandAd_XOLO_Era1X_Social_FBTwitter_BSD2016,Get extra 10% off on the XOLO Era 1X when you use your SBI card during the Big Shopping Days from 18th to 21st December #OnlyOnFlipkart . Buy Now: http://bit.ly/XoloBSD,4,link
