,comments,created_time,id,likes,link,message,shares,type
0,38,2017-06-29T11:12:45+0000,250677251634542_1429822257053363,868,https://www.facebook.com/xiaomiglobal/photos/a.260176487351285.55855.250677251634542/1429819400386982/?type=3,"SPOTTED! Guess who came to our Mi Home in Beijing for a visit? 

Previously an NBA ALL-Star in 2001 and 2003, leave a comment below if you know who he is!",8,photo
1,33,2017-06-28T08:50:17+0000,250677251634542_1428189947216594,789,https://www.facebook.com/xiaomiglobal/photos/a.260176487351285.55855.250677251634542/1428189947216594/?type=3,"There you have it! From the outdoors to the living room, we've got your entertainment needs sorted with the introduction of Ninebot Plus and Mi Laser Projector! #MiEcosystem 

Mi Laser Projector
- Ultra-short throw distance 
- Massive 150” projection area  
- ALPD 3.0 and 3000 : 1 native contrast    
- High colour accuracy   and   brightness 
- Built-in Mi TV

Ninebot Plus
- Stronger magnesium alloy with up to 100kg carry capacity
- 11” anti-slip tyres that automatically balance when locked 
- Travels up to 35km in a single charge 
- IPX6 rated for rain and snow
- Optional Mi Ninebot Plus Camera, see things differently",64,photo
2,38,2017-06-28T04:29:17+0000,250677251634542_1428018530567069,781,http://event.mi.com/en/live2017/news/beijing0628,"We are going to launch something really cool at 1400 hours (Beijing time) today! Not a smartphone but probably something as smart? 

Click below for our live update on Mi Community and you will be one of the first to know!",36,link
3,148,2017-06-27T04:00:09+0000,250677251634542_1422867111082211,690,https://giphy.com/gifs/mi-xiaomi-redmi-26FmRtZ9uKLGjpmYU,"Mi fans, which Redmi phone is your pick? Redmi Note 4, Redmi 4X, or Redmi 4A? ☺",23,link
4,46,2017-06-26T10:14:11+0000,250677251634542_1426098994092356,687,https://www.facebook.com/xiaomiglobal/photos/a.260176487351285.55855.250677251634542/1426098874092368/?type=3,"We put #MiMax2 to a test of battery endurance in China and here's how well it performed! 

Do you think you'll be owning one soon?",25,photo
5,33,2017-06-26T04:00:00+0000,250677251634542_1420841054618150,948,https://www.facebook.com/xiaomiglobal/photos/a.260176487351285.55855.250677251634542/1420841054618150/?type=3,"In Redmi 4X, we've gone beyond the extra mile with its design, doing in-depth battery research and implementing system-level optimizations to present a powerhouse that excels in both battery life and design. 💪🏼",30,photo
6,20,2017-06-24T04:00:39+0000,250677251634542_1420850697950519,705,https://www.facebook.com/xiaomiglobal/photos/a.260176487351285.55855.250677251634542/1420850697950519/?type=3,"Small in size, big on sound. Mi Bluetooth Speaker Mini fits in your pocket and is always ready for impromptu jam sessions! Its built-in microphone is always ready for a hands-free call wherever, whenever, and its full metal body makes it an elegant fixture on your desk. Time to ▶!",30,photo
7,34,2017-06-23T04:00:58+0000,250677251634542_1420847107950878,724,https://www.facebook.com/xiaomiglobal/photos/a.260176487351285.55855.250677251634542/1420847107950878/?type=3,It takes only three fingers to capture that screenshot with MIUI! Tag a friend in need of quick screenshot capabilities👌🏼🗣,20,photo
8,47,2017-06-22T04:00:30+0000,250677251634542_1420842314618024,797,https://www.facebook.com/xiaomiglobal/photos/a.260176487351285.55855.250677251634542/1420842314618024/?type=3,"MIUI's Second Space feature lets you create an extra and separate space for a different you. What do you use it for? 👯 
a. Work
b. Gaming
c. 2nd User 

Learn more about Second Space here: http://en.miui.com/thread-293812-1-1.html",23,photo
9,11,2017-06-21T10:00:25+0000,250677251634542_1420845981284324,434,http://c.mi.com/thread-256652-1-0.html,Happy 1st birthday to Mi Community and the many Mi fans who have made it a fun place to hang out and talk all things Mi. 🎉🎉🎉,1,link
10,28,2017-06-19T08:28:47+0000,250677251634542_1419231284779127,1169,https://www.facebook.com/xiaomiglobal/photos/a.260176487351285.55855.250677251634542/1419229971445925/?type=3,"CEO of Razer, Min-Liang Tan, dropped by our Beijing Mi Home today! Our CEO Lei Jun gave him a tour (and probably some tips for his new Hong Kong store!) :P Are you a Razer fan too?",55,photo
11,148,2017-06-16T04:46:56+0000,250677251634542_1416022261766696,2270,https://media.giphy.com/media/3oKIP8C2YIyxrjesRq/giphy.gif,"Flexy sexy: Mi Note 2's 5.7"" screen features an ultra-thin flexible OLED display that requires a complex process to make. It also has a 77.2% screen-to-body ratio, 110% NTSC color gamut, 100,000 : 1 contrast ratio, and has Sunlight Display Pro and Reading Mode.",345,link
12,69,2017-06-09T10:00:04+0000,250677251634542_1409248542444068,1638,https://www.facebook.com/xiaomiglobal/photos/a.260176487351285.55855.250677251634542/1409248542444068/?type=3,"Thanks for making us #1, Mi fans! 🎉🎉🎉",155,photo
13,21,2017-06-07T04:00:00+0000,250677251634542_1406655219370067,333,https://media.giphy.com/media/xUPGcxY7utV8zx5dEk/giphy.gif,"When two antennas won't cut it, ditch your old router and go the smart way with Mi Router 3C 😃",8,link
14,12,2017-06-06T04:00:00+0000,250677251634542_1405216336180622,220,http://c.mi.com/thread-239724-1-0.html,"We take the air around us for granted, but the quality of the air you breathe plays a huge role in the quality of your health, both short-term and long-term. You can't control the air you breathe outside, but you can make sure the air you breathe at home is clean and pure thanks to Mi Air Purifier ☁️",5,link
