,sentiment,occurences,sentimentsSummary,sentimentEdges,score
1 millimeter,"[-0.125, -0.125, -0.125, -0.125, -0.125, -0.125, -0.125, -0.125, -0.125, -0.125, -0.125, -0.125]",12,[-0.125 -0.125 -0.125],-0.125,0.9876143179592752
1 security patch,"[0.0, 0.1]",2,[0.025 0.05  0.075],0.07500000000000001,0.8900879345278706
1.6 aperture,"[0.2375, 0.2, 0.0, 0.25, 0.0, 0.0, 0.0]",7,[0.     0.     0.2188],0.21875,1.0910094343660723
1/1000 shutter speed,"[0.16, 0.16, 0.16, 0.16]",4,[0.16 0.16 0.16],0.16,1.0533712389902374
"1/3.1"" 4:3 native 16MP BSI CMOS sensor","[-0.125, -0.125, -0.125]",3,[-0.125 -0.125 -0.125],-0.125,1.2587083194638597
10 feet,"[0.0, 0.18333333333333332, 0.16666666666666666, 0.0]",4,[0.     0.0833 0.1708],0.17083333333333334,0.9022368440094164
100 million people,"[0.0, 0.1, 0.0, 0.1, 0.0, 0.1, 0.0, 0.1, 0.0, 0.1, 0.0, 0.1, 0.0, 0.1, 0.0, 0.1, 0.0, 0.1, 0.0, 0.1, 0.0, 0.1, 0.0, 0.1, 0.0, 0.1, 0.0, 0.1]",28,[0.   0.05 0.1 ],0.1,2.72415411166926
100%battery swap,"[0.0666666666666667, 0.0666666666666667, 0.0666666666666667, 0.0666666666666667]",4,[0.0667 0.0667 0.0667],0.0666666666666667,1.0177903804235162
128 GB version,"[0.453, -0.5]",2,[-0.2618 -0.0235  0.2148],-0.26175,0.7800834721800864
128 gb storage,"[0.225, 0.0, 0.1125]",3,[0.0562 0.1125 0.1688],0.16875,1.2259650741600938
13MP wide angle,"[0.05, 0.10974025974025974, -0.1, -0.1, -0.10000000000000002, -0.1, -0.1125]",7,[-0.1   -0.1   -0.025],-0.1,2.0122577859617654
18 percent,"[0.3621212121212121, 0.3621212121212121, 0.3621212121212121, 0.3621212121212121, 0.3621212121212121, 0.3621212121212121, 0.3621212121212121, 0.3621212121212121, 0.3621212121212121, 0.3621212121212121, 0.3621212121212121, 0.3621212121212121, 0.3621212121212121, 0.3621212121212121]",14,[0.3621 0.3621 0.3621],0.3621212121212121,2.020341378685895
18:9 aspect ratio,"[0.16666666666666669, 0.0, 0.0]",3,[0.     0.     0.0833],0.08333333333333334,0.9827048361597285
18:9 ratio,"[0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, -0.3, 0.25]",14,[0.25 0.25 0.25],0.25,1.7403073200096428
2 bars,"[-0.0375, 0.075, 0.0]",3,[-0.0188  0.      0.0375],0.0375,0.6339428235528977
2 cents,"[0.0, 0.0, 0.08888888888888886, 0.08888888888888886, 0.08888888888888886, 0.08888888888888886, 0.0, 0.425, 0.425, 0.0]",10,[0.     0.0889 0.0889],0.08888888888888886,1.5214381486274018
2 devices,"[0.4, 0.0, 0.37222222222222223, -0.4]",4,[-0.1     0.1861  0.3792],0.37916666666666665,0.9103690063988071
2 phones,"[0.0, 0.8, 0.45, 0.0, 0.8, 0.0, 0.0, 0.0]",8,[0.     0.     0.5375],0.5375000000000001,1.706261240495417
2.5 mm jack,"[-0.125, -0.125]",2,[-0.125 -0.125 -0.125],-0.125,0.6521825031906741
2/1 aspect ratio,"[0.4, 0.35, 0.35, 0.0]",4,[0.2625 0.35   0.3625],0.36249999999999993,1.2400354402234737
2/1 screen ratio,"[0.12499999999999999, 0.13636363636363635, 0.0]",3,[0.0625 0.125  0.1307],0.13068181818181818,0.7244719492700041
200 VISA card,"[0.4, 0.11818181818181818]",2,[0.1886 0.2591 0.3295],0.3295454545454546,0.6588412541760841
200 Visa gift card,"[0.0, 0.0, 0.25, 0.0]",4,[0.     0.     0.0625],0.0625,1.6028834303848347
200 gift card,"[0.0, 0.0, -0.0625]",3,[-0.0312  0.      0.    ],-0.03125,0.9506658726971333
200 gift card deal,"[0.2, 0.0]",2,[0.05 0.1  0.15],0.15000000000000002,0.7662214597737897
200 prepaid card,"[0.2928571428571428, 0.0, 0.0, 0.0]",4,[0.     0.     0.0732],0.0732142857142857,1.335339272864745
200 rebate,"[0.0, 0.34285714285714286, 0.0, 0.4, 0.3]",5,[0.     0.3    0.3429],0.34285714285714286,0.8199443784326368
200 visa card,"[0.0, 0.0, 0.4, 0.4]",4,[0.  0.2 0.4],0.4,1.3176825083521682
